Invoice ID,City,Customer type,Gender,Product line,Unit price,Quantity,Total,Date,Time,Payment,cogs,gross income,Rating
742-04-5161,Yangon,Member,Male,Home and lifestyle,72.78,10,764.19,2019-02-03,17,Cash,727.8,36.39,7.3
149-15-7606,Mandalay,Member,Male,Sports and travel,37.32,9,352.674,2019-03-06,15,Ewallet,335.88,16.794,5.1
133-77-3154,Mandalay,Member,Male,Fashion accessories,60.18,4,252.756,2019-02-16,18,Credit card,240.72,12.036,9.4
169-52-4504,Yangon,Normal,Female,Electronic accessories,15.69,3,49.4235,2019-03-14,14,Credit card,47.07,2.3535,5.8
250-81-7186,Naypyitaw,Normal,Female,Electronic accessories,99.69,1,104.6745,2019-02-27,10,Credit card,99.69,4.9845,8.0
562-12-5430,Yangon,Member,Female,Fashion accessories,88.15,3,277.6725,2019-01-18,10,Ewallet,264.45,13.2225,7.9
816-72-8853,Yangon,Member,Female,Sports and travel,27.93,5,146.6325,2019-01-29,15,Cash,139.65,6.9825,5.9
491-38-3499,Yangon,Member,Male,Fashion accessories,55.45,1,58.2225,2019-02-26,17,Credit card,55.45,2.7725,4.9
322-02-2271,Mandalay,Normal,Female,Sports and travel,42.97,3,135.3555,2019-02-03,11,Cash,128.91,6.4455,9.3
842-29-4695,Naypyitaw,Member,Male,Sports and travel,17.14,7,125.979,2019-01-16,12,Credit card,119.98,5.999,7.9
725-67-2480,Mandalay,Member,Female,Fashion accessories,58.75,6,370.125,2019-03-24,18,Credit card,352.5,17.625,5.9
641-51-2661,Naypyitaw,Member,Female,Food and beverages,87.1,10,914.55,2019-02-12,14,Credit card,871.0,43.55,9.9
714-02-3114,Naypyitaw,Normal,Female,Sports and travel,98.8,2,207.48,2019-02-21,11,Cash,197.6,9.88,7.7
518-17-2983,Yangon,Normal,Female,Fashion accessories,48.63,4,204.246,2019-02-04,15,Ewallet,194.52,9.726,7.6
779-42-2410,Mandalay,Member,Male,Food and beverages,57.74,3,181.881,2019-02-20,13,Ewallet,173.22,8.661,7.7
190-14-3147,Mandalay,Normal,Female,Health and beauty,17.97,4,75.474,2019-02-23,20,Ewallet,71.88,3.594,6.4
408-66-6712,Naypyitaw,Member,Female,Health and beauty,47.71,6,300.573,2019-02-16,14,Ewallet,286.26,14.313,4.4
679-22-6530,Mandalay,Normal,Female,Sports and travel,40.62,2,85.302,2019-01-17,10,Credit card,81.24,4.062,4.1
588-47-8641,Yangon,Member,Male,Fashion accessories,56.04,10,588.42,2019-01-14,19,Ewallet,560.4,28.02,4.4
642-61-4706,Mandalay,Member,Male,Food and beverages,93.4,2,196.14,2019-03-30,16,Cash,186.8,9.34,5.5
576-31-4774,Mandalay,Normal,Female,Health and beauty,73.41,3,231.2415,2019-03-02,13,Ewallet,220.23,11.0115,4.0
556-41-6224,Naypyitaw,Normal,Male,Health and beauty,33.64,8,282.576,2019-02-15,17,Credit card,269.12,13.456,9.3
811-03-8790,Yangon,Normal,Female,Electronic accessories,45.48,10,477.54,2019-03-01,10,Credit card,454.8,22.74,4.8
242-11-3142,Mandalay,Member,Male,Fashion accessories,83.77,2,175.917,2019-02-24,19,Cash,167.54,8.377,4.6
752-23-3760,Mandalay,Member,Female,Sports and travel,64.08,7,470.988,2019-02-19,19,Credit card,448.56,22.428,7.3
274-05-5470,Yangon,Member,Female,Food and beverages,73.47,4,308.574,2019-02-23,18,Cash,293.88,14.694,6.0
648-94-3045,Naypyitaw,Normal,Male,Health and beauty,58.95,10,618.975,2019-02-07,14,Ewallet,589.5,29.475,8.1
130-67-4723,Yangon,Member,Male,Food and beverages,48.5,6,305.55,2019-01-11,13,Ewallet,291.0,14.55,9.4
528-87-5606,Mandalay,Member,Female,Electronic accessories,39.48,1,41.454,2019-02-12,19,Cash,39.48,1.974,6.5
320-85-2052,Mandalay,Normal,Female,Sports and travel,34.81,1,36.5505,2019-01-14,10,Credit card,34.81,1.7405,7.0
370-96-0655,Naypyitaw,Normal,Female,Fashion accessories,49.32,6,310.716,2019-01-09,13,Ewallet,295.92,14.796,7.1
105-10-6182,Yangon,Member,Male,Fashion accessories,21.48,2,45.108,2019-02-27,12,Ewallet,42.96,2.148,6.6
510-79-0415,Mandalay,Member,Female,Sports and travel,23.08,6,145.404,2019-01-24,19,Ewallet,138.48,6.924,4.9
241-96-5076,Mandalay,Member,Female,Home and lifestyle,49.1,2,103.11,2019-01-08,12,Credit card,98.2,4.91,6.4
767-97-4650,Mandalay,Member,Female,Sports and travel,64.83,2,136.143,2019-01-08,11,Credit card,129.66,6.483,8.0
648-83-1321,Yangon,Member,Male,Home and lifestyle,63.56,10,667.38,2019-01-16,17,Cash,635.6,31.78,4.3
173-57-2300,Naypyitaw,Member,Male,Sports and travel,72.88,2,153.048,2019-03-13,12,Cash,145.76,7.288,6.1
305-03-2383,Yangon,Normal,Female,Food and beverages,67.1,3,211.365,2019-02-15,10,Cash,201.3,10.065,7.5
394-55-6384,Naypyitaw,Member,Female,Sports and travel,70.19,9,663.2955,2019-01-25,13,Cash,631.71,31.5855,6.7
266-20-6657,Naypyitaw,Member,Male,Food and beverages,55.04,7,404.544,2019-03-12,19,Ewallet,385.28,19.264,5.2
689-05-1884,Yangon,Member,Male,Health and beauty,48.63,10,510.615,2019-03-04,12,Cash,486.3,24.315,8.8
196-01-2849,Naypyitaw,Member,Female,Fashion accessories,73.38,7,539.343,2019-02-10,13,Cash,513.66,25.683,9.5
372-62-5264,Naypyitaw,Normal,Female,Food and beverages,52.6,9,497.07,2019-01-16,14,Cash,473.4,23.67,7.6
800-09-8606,Yangon,Member,Female,Home and lifestyle,87.37,5,458.6925,2019-01-29,19,Cash,436.85,21.8425,6.6
182-52-7000,Yangon,Member,Female,Sports and travel,27.04,4,113.568,2019-01-01,20,Ewallet,108.16,5.408,6.9
826-58-8051,Mandalay,Normal,Male,Home and lifestyle,62.19,4,261.198,2019-01-06,19,Ewallet,248.76,12.438,4.3
868-06-0466,Yangon,Member,Male,Electronic accessories,69.58,9,657.531,2019-02-19,19,Credit card,626.22,31.311,7.8
751-41-9720,Naypyitaw,Normal,Male,Home and lifestyle,97.5,10,1023.75,2019-01-12,16,Ewallet,975.0,48.75,8.0
626-43-7888,Naypyitaw,Normal,Female,Fashion accessories,60.41,8,507.444,2019-02-07,12,Ewallet,483.28,24.164,9.6
176-64-7711,Mandalay,Normal,Male,Food and beverages,32.32,3,101.808,2019-03-27,19,Credit card,96.96,4.848,4.3
191-29-0321,Mandalay,Member,Female,Fashion accessories,19.77,10,207.585,2019-02-27,18,Credit card,197.7,9.885,5.0
729-06-2010,Mandalay,Member,Male,Health and beauty,80.47,9,760.4415,2019-01-06,11,Cash,724.23,36.2115,9.2
640-48-5028,Mandalay,Member,Female,Home and lifestyle,88.39,9,835.2855,2019-03-02,12,Cash,795.51,39.7755,6.3
186-79-9562,Mandalay,Normal,Male,Health and beauty,71.77,7,527.5095,2019-03-29,14,Cash,502.39,25.1195,8.9
834-45-5519,Mandalay,Normal,Female,Electronic accessories,43.0,4,180.6,2019-01-31,20,Ewallet,172.0,8.6,7.6
162-65-8559,Naypyitaw,Member,Male,Food and beverages,68.98,1,72.429,2019-01-21,20,Cash,68.98,3.449,4.8
760-27-5490,Naypyitaw,Normal,Male,Fashion accessories,15.62,8,131.208,2019-01-20,20,Ewallet,124.96,6.248,9.1
445-30-9252,Yangon,Normal,Male,Sports and travel,25.7,3,80.955,2019-01-17,17,Ewallet,77.1,3.855,6.1
786-94-2700,Yangon,Member,Male,Food and beverages,80.62,6,507.906,2019-02-28,20,Cash,483.72,24.186,9.1
728-88-7867,Naypyitaw,Member,Female,Home and lifestyle,75.53,4,317.226,2019-03-19,15,Ewallet,302.12,15.106,8.3
183-21-3799,Naypyitaw,Normal,Female,Electronic accessories,77.63,9,733.6035,2019-02-19,15,Ewallet,698.67,34.9335,7.2
268-20-3585,Naypyitaw,Normal,Female,Health and beauty,13.85,9,130.8825,2019-02-04,12,Ewallet,124.65,6.2325,6.0
735-32-9839,Naypyitaw,Member,Male,Fashion accessories,98.7,8,829.08,2019-01-31,10,Ewallet,789.6,39.48,8.5
258-92-7466,Yangon,Normal,Female,Health and beauty,35.68,5,187.32,2019-02-06,18,Credit card,178.4,8.92,6.6
857-16-3520,Yangon,Member,Female,Fashion accessories,71.46,7,525.231,2019-03-28,16,Ewallet,500.22,25.011,4.5
482-17-1179,Yangon,Member,Male,Electronic accessories,11.94,3,37.611,2019-01-19,12,Credit card,35.82,1.791,8.1
788-21-5741,Yangon,Normal,Male,Fashion accessories,45.38,3,142.947,2019-02-17,13,Credit card,136.14,6.807,7.2
821-14-9046,Mandalay,Member,Female,Fashion accessories,17.48,6,110.124,2019-01-18,15,Credit card,104.88,5.244,6.1
418-05-0656,Mandalay,Normal,Female,Fashion accessories,25.56,7,187.866,2019-02-02,20,Cash,178.92,8.946,7.1
678-79-0726,Naypyitaw,Member,Female,Sports and travel,90.63,9,856.4535,2019-01-18,15,Cash,815.67,40.7835,5.1
776-68-1096,Mandalay,Normal,Male,Home and lifestyle,44.12,3,138.978,2019-03-18,13,Credit card,132.36,6.618,7.9
592-46-1692,Naypyitaw,Member,Female,Food and beverages,36.77,7,270.2595,2019-01-11,20,Cash,257.39,12.8695,7.4
434-35-9162,Mandalay,Member,Male,Food and beverages,23.34,4,98.028,2019-02-04,18,Ewallet,93.36,4.668,7.4
149-14-0304,Naypyitaw,Member,Female,Health and beauty,28.5,8,239.4,2019-02-06,14,Cash,228.0,11.4,6.6
442-44-6497,Naypyitaw,Member,Male,Home and lifestyle,55.57,3,175.0455,2019-01-08,11,Credit card,166.71,8.3355,5.9
174-64-0215,Mandalay,Normal,Male,Sports and travel,69.74,10,732.27,2019-03-05,17,Credit card,697.4,34.87,8.9
210-74-9613,Naypyitaw,Normal,Male,Fashion accessories,97.26,4,408.492,2019-03-16,15,Ewallet,389.04,19.452,6.8
299-29-0180,Mandalay,Member,Female,Home and lifestyle,52.18,7,383.523,2019-03-09,10,Cash,365.26,18.263,9.3
247-11-2470,Yangon,Member,Female,Fashion accessories,22.32,4,93.744,2019-03-01,16,Credit card,89.28,4.464,4.4
635-28-5728,Yangon,Normal,Male,Health and beauty,56.0,3,176.4,2019-02-28,19,Ewallet,168.0,8.4,4.8
756-49-0168,Yangon,Member,Male,Fashion accessories,19.7,1,20.685,2019-02-08,11,Ewallet,19.7,0.985,9.5
438-23-1242,Mandalay,Normal,Male,Electronic accessories,75.88,7,557.718,2019-01-24,10,Ewallet,531.16,26.558,8.9
238-45-6950,Mandalay,Member,Male,Food and beverages,53.72,1,56.406,2019-03-01,20,Ewallet,53.72,2.686,6.4
607-65-2441,Naypyitaw,Member,Male,Health and beauty,81.95,10,860.475,2019-03-10,12,Credit card,819.5,40.975,6.0
386-27-7606,Naypyitaw,Member,Female,Home and lifestyle,81.2,7,596.82,2019-03-23,15,Credit card,568.4,28.42,8.1
137-63-5492,Naypyitaw,Normal,Male,Electronic accessories,58.76,10,616.98,2019-01-29,14,Ewallet,587.6,29.38,9.0
197-77-7132,Mandalay,Member,Male,Electronic accessories,91.56,8,769.104,2019-01-12,18,Ewallet,732.48,36.624,6.0
805-86-0265,Yangon,Normal,Male,Home and lifestyle,93.96,9,887.922,2019-03-20,11,Cash,845.64,42.282,9.8
733-29-1227,Naypyitaw,Normal,Male,Home and lifestyle,55.61,7,408.7335,2019-03-23,12,Cash,389.27,19.4635,8.5
451-73-2711,Naypyitaw,Normal,Male,Food and beverages,84.83,1,89.0715,2019-01-14,15,Ewallet,84.83,4.2415,8.8
373-14-0504,Yangon,Member,Female,Sports and travel,71.63,2,150.423,2019-02-12,14,Ewallet,143.26,7.163,8.8
546-80-2899,Yangon,Member,Male,Home and lifestyle,37.69,2,79.149,2019-02-20,15,Ewallet,75.38,3.769,9.5
345-68-9016,Naypyitaw,Member,Female,Sports and travel,31.67,8,266.028,2019-01-02,16,Credit card,253.36,12.668,5.6
390-17-5806,Naypyitaw,Member,Female,Food and beverages,38.42,1,40.341,2019-02-02,16,Cash,38.42,1.921,8.6
457-13-1708,Mandalay,Member,Male,Fashion accessories,65.23,10,684.915,2019-01-08,19,Credit card,652.3,32.615,5.2
664-14-2882,Naypyitaw,Member,Female,Home and lifestyle,10.53,5,55.2825,2019-01-30,14,Credit card,52.65,2.6325,5.8
487-79-6868,Mandalay,Member,Female,Home and lifestyle,12.29,9,116.1405,2019-03-26,19,Credit card,110.61,5.5305,8.0
314-23-4520,Naypyitaw,Member,Male,Health and beauty,81.23,7,597.0405,2019-01-15,20,Cash,568.61,28.4305,9.0
210-30-7976,Mandalay,Member,Female,Fashion accessories,22.32,4,93.744,2019-03-14,11,Ewallet,89.28,4.464,4.1
585-86-8361,Yangon,Normal,Female,Food and beverages,27.28,5,143.22,2019-02-03,10,Credit card,136.4,6.82,8.6
807-14-7833,Yangon,Member,Female,Electronic accessories,17.42,10,182.91,2019-02-22,12,Ewallet,174.2,8.71,7.0
775-72-1988,Mandalay,Normal,Male,Home and lifestyle,73.28,5,384.72,2019-01-24,15,Ewallet,366.4,18.32,8.4
288-38-3758,Naypyitaw,Member,Female,Fashion accessories,84.87,3,267.3405,2019-01-25,18,Ewallet,254.61,12.7305,7.4
652-43-6591,Yangon,Normal,Female,Fashion accessories,97.29,8,817.236,2019-03-09,13,Credit card,778.32,38.916,6.2
785-96-0615,Mandalay,Member,Female,Electronic accessories,35.74,8,300.216,2019-02-17,15,Ewallet,285.92,14.296,4.9
406-46-7107,Yangon,Normal,Female,Home and lifestyle,96.52,6,608.076,2019-01-11,11,Cash,579.12,28.956,4.5
250-17-5703,Yangon,Member,Male,Food and beverages,18.85,10,197.925,2019-02-27,18,Ewallet,188.5,9.425,5.6
156-95-3964,Yangon,Normal,Female,Food and beverages,55.39,4,232.638,2019-03-25,15,Ewallet,221.56,11.078,8.0
842-40-8179,Mandalay,Member,Female,Food and beverages,77.2,10,810.6,2019-02-11,10,Credit card,772.0,38.6,5.6
525-09-8450,Mandalay,Normal,Male,Electronic accessories,72.13,10,757.365,2019-01-31,15,Credit card,721.3,36.065,4.2
410-67-1709,Yangon,Member,Female,Fashion accessories,63.88,8,536.592,2019-01-20,17,Ewallet,511.04,25.552,9.9
587-73-4862,Yangon,Member,Female,Health and beauty,10.69,5,56.1225,2019-03-26,11,Ewallet,53.45,2.6725,7.6
787-87-2010,Yangon,Member,Male,Health and beauty,55.5,4,233.1,2019-01-20,15,Credit card,222.0,11.1,6.6
593-14-4239,Mandalay,Normal,Female,Home and lifestyle,95.46,8,801.864,2019-03-05,19,Ewallet,763.68,38.184,4.7
801-88-0346,Naypyitaw,Normal,Female,Fashion accessories,76.06,3,239.589,2019-01-05,20,Credit card,228.18,11.409,9.8
388-76-2555,Mandalay,Normal,Male,Sports and travel,13.69,6,86.247,2019-02-13,13,Cash,82.14,4.107,6.3
711-31-1234,Mandalay,Normal,Female,Electronic accessories,95.64,4,401.688,2019-03-16,18,Cash,382.56,19.128,7.9
886-54-6089,Yangon,Normal,Female,Home and lifestyle,11.43,6,72.009,2019-01-15,17,Cash,68.58,3.429,7.7
707-32-7409,Mandalay,Member,Female,Sports and travel,95.54,4,401.268,2019-02-26,11,Ewallet,382.16,19.108,4.5
759-98-4285,Naypyitaw,Member,Female,Health and beauty,85.87,7,631.1445,2019-02-27,19,Credit card,601.09,30.0545,8.0
201-63-8275,Naypyitaw,Member,Female,Sports and travel,67.99,7,499.7265,2019-02-17,16,Ewallet,475.93,23.7965,5.7
471-06-8611,Naypyitaw,Normal,Female,Food and beverages,52.42,1,55.041,2019-02-06,10,Credit card,52.42,2.621,6.3
200-16-5952,Naypyitaw,Member,Male,Food and beverages,65.65,2,137.865,2019-01-17,16,Cash,131.3,6.565,6.0
120-54-2248,Mandalay,Normal,Female,Food and beverages,28.86,5,151.515,2019-01-22,18,Credit card,144.3,7.215,8.0
102-77-2261,Naypyitaw,Member,Male,Health and beauty,65.31,7,480.0285,2019-03-05,18,Credit card,457.17,22.8585,4.2
875-31-8302,Mandalay,Normal,Male,Sports and travel,93.38,1,98.049,2019-01-03,13,Cash,93.38,4.669,9.6
102-06-2002,Naypyitaw,Member,Male,Sports and travel,25.25,5,132.5625,2019-03-20,17,Cash,126.25,6.3125,6.1
457-94-0464,Mandalay,Member,Male,Electronic accessories,87.87,9,830.3715,2019-01-31,20,Ewallet,790.83,39.5415,5.6
629-42-4133,Naypyitaw,Normal,Male,Health and beauty,21.8,8,183.12,2019-02-19,19,Cash,174.4,8.72,8.3
534-53-3526,Yangon,Normal,Female,Sports and travel,94.76,4,397.992,2019-02-11,16,Ewallet,379.04,18.952,7.8
307-04-2070,Yangon,Member,Female,Fashion accessories,30.62,1,32.151,2019-02-05,14,Credit card,30.62,1.531,4.1
468-99-7231,Naypyitaw,Normal,Female,Home and lifestyle,44.01,8,369.684,2019-03-03,17,Cash,352.08,17.604,8.8
516-77-6464,Naypyitaw,Member,Female,Health and beauty,10.16,5,53.34,2019-02-24,13,Ewallet,50.8,2.54,4.1
404-91-5964,Yangon,Normal,Male,Electronic accessories,74.58,7,548.163,2019-02-04,16,Credit card,522.06,26.103,9.0
886-77-9084,Naypyitaw,Normal,Male,Electronic accessories,71.89,8,603.876,2019-02-19,11,Ewallet,575.12,28.756,5.5
790-38-4466,Naypyitaw,Normal,Female,Health and beauty,10.99,5,57.6975,2019-01-23,10,Credit card,54.95,2.7475,9.3
704-10-4056,Naypyitaw,Member,Male,Health and beauty,60.47,3,190.4805,2019-01-14,10,Credit card,181.41,9.0705,5.6
497-37-6538,Yangon,Normal,Male,Sports and travel,58.91,7,432.9885,2019-01-17,15,Ewallet,412.37,20.6185,9.7
651-96-5970,Yangon,Normal,Male,Fashion accessories,46.41,1,48.7305,2019-03-03,20,Credit card,46.41,2.3205,4.0
400-80-4065,Naypyitaw,Member,Male,Health and beauty,68.55,4,287.91,2019-02-15,20,Credit card,274.2,13.71,9.2
744-16-7898,Mandalay,Normal,Female,Home and lifestyle,97.37,10,1022.385,2019-01-15,13,Credit card,973.7,48.685,4.9
263-12-5321,Yangon,Member,Male,Electronic accessories,92.6,7,680.61,2019-02-27,12,Credit card,648.2,32.41,9.3
702-72-0487,Yangon,Normal,Female,Electronic accessories,46.61,2,97.881,2019-02-26,12,Credit card,93.22,4.661,6.6
605-83-1050,Mandalay,Normal,Male,Fashion accessories,27.18,2,57.078,2019-03-15,16,Ewallet,54.36,2.718,4.3
443-60-9639,Naypyitaw,Member,Female,Home and lifestyle,60.87,1,63.9135,2019-01-24,13,Cash,60.87,3.0435,5.5
864-24-7918,Yangon,Member,Female,Sports and travel,24.49,10,257.145,2019-02-22,15,Cash,244.9,12.245,8.1
359-94-5395,Mandalay,Normal,Male,Health and beauty,92.78,1,97.419,2019-03-15,10,Credit card,92.78,4.639,9.8
401-09-4232,Naypyitaw,Member,Male,Home and lifestyle,86.69,5,455.1225,2019-02-11,18,Ewallet,433.45,21.6725,9.4
751-15-6198,Mandalay,Normal,Male,Sports and travel,23.01,6,144.963,2019-01-12,16,Ewallet,138.06,6.903,7.9
324-41-6833,Naypyitaw,Member,Female,Electronic accessories,30.2,8,253.68,2019-03-03,19,Ewallet,241.6,12.08,5.1
474-33-8305,Naypyitaw,Member,Male,Fashion accessories,67.39,7,495.3165,2019-03-23,13,Ewallet,471.73,23.5865,6.9
759-29-9521,Yangon,Member,Female,Fashion accessories,48.96,9,462.672,2019-03-04,11,Cash,440.64,22.032,8.0
831-81-6575,Mandalay,Member,Female,Electronic accessories,75.59,9,714.3255,2019-02-23,11,Cash,680.31,34.0155,8.0
220-68-6701,Yangon,Normal,Female,Home and lifestyle,77.47,4,325.374,2019-03-17,16,Cash,309.88,15.494,4.2
618-34-8551,Yangon,Normal,Female,Sports and travel,93.18,2,195.678,2019-01-16,18,Credit card,186.36,9.318,8.5
257-60-7754,Yangon,Normal,Female,Electronic accessories,50.23,4,210.966,2019-01-08,17,Cash,200.92,10.046,9.0
559-61-5987,Mandalay,Normal,Female,Health and beauty,17.75,1,18.6375,2019-01-14,10,Cash,17.75,0.8875,8.6
189-55-2313,Naypyitaw,Normal,Female,Fashion accessories,62.18,10,652.89,2019-01-31,10,Ewallet,621.8,31.09,6.0
565-91-4567,Mandalay,Normal,Male,Health and beauty,10.75,8,90.3,2019-03-15,14,Ewallet,86.0,4.3,6.2
380-60-5336,Yangon,Normal,Female,Electronic accessories,40.26,10,422.73,2019-02-24,18,Credit card,402.6,20.13,5.0
815-04-6282,Naypyitaw,Member,Female,Sports and travel,64.97,5,341.0925,2019-02-08,12,Credit card,324.85,16.2425,6.5
674-56-6360,Yangon,Normal,Male,Electronic accessories,95.15,1,99.9075,2019-03-22,14,Cash,95.15,4.7575,6.0
778-34-2523,Yangon,Member,Female,Electronic accessories,48.62,8,408.408,2019-01-24,10,Cash,388.96,19.448,5.0
499-27-7781,Mandalay,Normal,Female,Food and beverages,53.21,8,446.964,2019-03-14,16,Ewallet,425.68,21.284,5.0
477-59-2456,Naypyitaw,Normal,Female,Fashion accessories,45.44,7,333.984,2019-01-23,11,Cash,318.08,15.904,9.2
832-51-6761,Yangon,Normal,Male,Food and beverages,33.88,8,284.592,2019-01-19,20,Ewallet,271.04,13.552,9.6
869-11-3082,Mandalay,Member,Male,Health and beauty,96.16,4,403.872,2019-01-27,20,Credit card,384.64,19.232,8.4
190-59-3964,Mandalay,Member,Male,Food and beverages,47.16,5,247.59,2019-02-03,14,Credit card,235.8,11.79,6.0
366-43-6862,Mandalay,Normal,Male,Electronic accessories,52.89,4,222.138,2019-03-25,16,Ewallet,211.56,10.578,6.7
186-43-8965,Yangon,Member,Female,Home and lifestyle,47.68,2,100.128,2019-02-24,10,Credit card,95.36,4.768,4.1
784-21-9238,Naypyitaw,Member,Male,Sports and travel,10.17,1,10.6785,2019-02-07,14,Cash,10.17,0.5085,5.9
276-75-6884,Yangon,Normal,Female,Health and beauty,68.71,3,216.4365,2019-03-04,10,Cash,206.13,10.3065,8.7
109-86-4363,Mandalay,Member,Female,Sports and travel,60.08,7,441.588,2019-02-14,11,Credit card,420.56,21.028,4.5
569-76-2760,Yangon,Member,Female,Sports and travel,22.01,4,92.442,2019-01-29,18,Credit card,88.04,4.402,6.6
222-42-0244,Mandalay,Member,Female,Health and beauty,72.11,9,681.4395,2019-01-28,13,Credit card,648.99,32.4495,7.7
760-53-9233,Yangon,Member,Male,Fashion accessories,41.28,3,130.032,2019-03-26,18,Credit card,123.84,6.192,8.5
538-22-0304,Naypyitaw,Normal,Male,Electronic accessories,64.95,10,681.975,2019-03-24,18,Cash,649.5,32.475,5.2
416-17-9926,Yangon,Member,Female,Electronic accessories,74.22,10,779.31,2019-01-01,14,Credit card,742.2,37.11,4.3
237-44-6163,Yangon,Normal,Male,Electronic accessories,10.56,8,88.704,2019-01-24,17,Cash,84.48,4.224,7.6
636-17-0325,Mandalay,Normal,Male,Health and beauty,62.57,4,262.794,2019-02-25,18,Cash,250.28,12.514,9.5
343-75-9322,Mandalay,Member,Female,Sports and travel,11.85,8,99.54,2019-01-09,16,Cash,94.8,4.74,4.1
528-14-9470,Yangon,Member,Male,Health and beauty,91.3,1,95.865,2019-02-14,14,Ewallet,91.3,4.565,9.2
427-45-9297,Mandalay,Member,Female,Home and lifestyle,40.73,7,299.3655,2019-03-12,11,Ewallet,285.11,14.2555,5.4
807-34-3742,Yangon,Normal,Male,Fashion accessories,52.38,1,54.999,2019-03-26,19,Cash,52.38,2.619,5.8
288-62-1085,Yangon,Member,Male,Fashion accessories,38.54,5,202.335,2019-01-09,13,Ewallet,192.7,9.635,5.6
670-71-7306,Mandalay,Normal,Male,Sports and travel,44.63,6,281.169,2019-01-02,20,Credit card,267.78,13.389,5.1
660-29-7083,Naypyitaw,Normal,Male,Electronic accessories,55.87,10,586.635,2019-01-15,15,Cash,558.7,27.935,5.8
271-77-8740,Naypyitaw,Member,Female,Sports and travel,29.22,6,184.086,2019-01-01,11,Ewallet,175.32,8.766,5.0
497-36-0989,Yangon,Normal,Male,Fashion accessories,51.94,3,163.611,2019-02-15,15,Cash,155.82,7.791,7.9
291-59-1384,Mandalay,Normal,Male,Electronic accessories,60.3,1,63.315,2019-02-28,17,Cash,60.3,3.015,6.0
860-73-6466,Yangon,Member,Female,Sports and travel,39.47,2,82.887,2019-03-02,16,Credit card,78.94,3.947,5.0
549-23-9016,Naypyitaw,Member,Female,Food and beverages,14.87,2,31.227,2019-02-13,18,Credit card,29.74,1.487,8.9
896-34-0956,Yangon,Normal,Male,Fashion accessories,21.32,1,22.386,2019-01-26,12,Cash,21.32,1.066,5.9
804-38-3935,Yangon,Member,Male,Electronic accessories,93.78,3,295.407,2019-01-30,11,Credit card,281.34,14.067,5.9
585-90-0249,Yangon,Member,Male,Electronic accessories,73.26,1,76.923,2019-01-27,18,Ewallet,73.26,3.663,9.7
862-29-5914,Naypyitaw,Normal,Female,Sports and travel,22.38,1,23.499,2019-01-30,17,Credit card,22.38,1.119,8.6
845-94-6841,Naypyitaw,Member,Female,Food and beverages,72.88,9,688.716,2019-01-08,19,Cash,655.92,32.796,4.0
125-45-2293,Yangon,Normal,Female,Fashion accessories,99.1,6,624.33,2019-01-19,13,Cash,594.6,29.73,4.2
843-73-4724,Yangon,Normal,Male,Fashion accessories,74.1,1,77.805,2019-01-25,11,Cash,74.1,3.705,9.2
409-33-9708,Yangon,Normal,Female,Fashion accessories,98.48,2,206.808,2019-02-19,10,Ewallet,196.96,9.848,9.2
658-66-3967,Naypyitaw,Normal,Male,Health and beauty,53.19,7,390.9465,2019-01-14,15,Ewallet,372.33,18.6165,5.0
866-70-2814,Mandalay,Normal,Female,Electronic accessories,52.79,10,554.295,2019-02-25,11,Ewallet,527.9,26.395,10.0
160-22-2687,Yangon,Member,Female,Health and beauty,95.95,5,503.7375,2019-01-23,14,Ewallet,479.75,23.9875,8.8
895-03-6665,Mandalay,Normal,Female,Fashion accessories,36.51,9,345.0195,2019-02-16,10,Cash,328.59,16.4295,4.2
770-42-8960,Mandalay,Normal,Male,Food and beverages,21.12,8,177.408,2019-01-01,19,Cash,168.96,8.448,6.3
748-45-2862,Yangon,Member,Female,Home and lifestyle,28.31,4,118.902,2019-03-07,18,Cash,113.24,5.662,8.2
234-36-2483,Mandalay,Normal,Male,Health and beauty,57.59,6,362.817,2019-02-15,13,Cash,345.54,17.277,5.1
316-66-3011,Yangon,Member,Female,Food and beverages,47.63,9,450.1035,2019-01-23,12,Cash,428.67,21.4335,5.0
848-95-6252,Naypyitaw,Member,Female,Home and lifestyle,86.27,1,90.5835,2019-02-20,13,Ewallet,86.27,4.3135,7.0
840-76-5966,Yangon,Member,Male,Sports and travel,12.76,2,26.796,2019-01-08,18,Ewallet,25.52,1.276,7.8
152-03-4217,Mandalay,Normal,Female,Home and lifestyle,11.28,9,106.596,2019-03-17,11,Credit card,101.52,5.076,4.3
533-66-5566,Mandalay,Normal,Female,Home and lifestyle,51.07,7,375.3645,2019-01-12,11,Cash,357.49,17.8745,7.0
124-31-1458,Yangon,Member,Female,Electronic accessories,79.59,3,250.7085,2019-01-08,14,Cash,238.77,11.9385,6.6
176-78-1170,Naypyitaw,Member,Male,Health and beauty,33.81,3,106.5015,2019-01-26,15,Ewallet,101.43,5.0715,7.3
361-59-0574,Mandalay,Member,Male,Sports and travel,90.53,8,760.452,2019-03-15,14,Credit card,724.24,36.212,6.5
101-81-4070,Naypyitaw,Member,Female,Health and beauty,62.82,2,131.922,2019-01-17,12,Ewallet,125.64,6.282,4.9
631-34-1880,Naypyitaw,Member,Male,Food and beverages,24.31,3,76.5765,2019-01-08,19,Credit card,72.93,3.6465,4.3
852-82-2749,Yangon,Normal,Male,Sports and travel,64.59,4,271.278,2019-01-06,13,Ewallet,258.36,12.918,9.3
